id,global_region,Country,Region,construction_period_start,construction_period_end,steel,copper,aluminum,unspecified_metal,metal_based,wood,paper_cardboard,straw,biomass_based,concrete,cement,aggregates,cca,brick,mortar_plaster,mineral_fill,plaster_board_gypsum,Adobe,Asphalt,Bitumen,natural_stone,cement_asbestos,Clay,siding_unspecified,other_construction_materials,Ceramics,Glass,Plastics,Polystyrene,PVC,Lineoleum,Carpet,Heraklith,Mineral_wool,insulation_unspecified,other_unspecified_material,other_materials,total,building_description,no_floors,Occupation,building_type,label,measurement_type,urban_rural,floor_area_type,Authors,publication_year,publication_title,publication_outlet,copyright,DOI,URL,comment_scope,comment_conversion,comment_aggregation,comment_primary,comment_secondary,data_entry,,climate_classification,equator_distance,heating_degree_days_0,heating_degree_days_1,cooling_degree_days_0,cooling_degree_days_1,country_land_area,population_0,Notes..population_0,population_1,urbanization_0,urbanization_1,gdp_0,gdp_1,hdi_0,hdi_1
77,East_Asia,China,Beijing,2010,2010,5,NA,2.02,NA,7.02,NA,NA,NA,NA,NA,150,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.75,158.77,rural,NA,residential,SFH,NA,NULL,rural,gross,"Hong, Lixuan; Zhou, Nan; Fridley, David; Feng, Wei; Khanna, Nina; Berkeley, Lawrence",2014,Modeling China's Building Floor-Area Growth and the Implications for Building Materials and Energy Demand,ACEEE Summer Study on Energy Efficiency in Buildings,Copyright ACEEE,NA,http://aceee.org/files/proceedings/2014/data/papers/10-230.pdf,NULL,NULL,NULL,NULL,"Heating Degree Days: Data: https://www.kapsarc.org/research/projects/global-degree-days-database/ - sheet 'T2m.hdd.18C' and divided by four to obtain daily values. Cooling Degree Days: Data: https://www.kapsarc.org/research/projects/global-degree-days-database/ - sheet 'T2m.cdd.18C' and divided by four to obtain daily values.  Land area: Data: https://www.cia.gov/library/publications/the-world-factbook/fields/2147.html. Population: Data: https://www.rug.nl/ggdc/historicaldevelopment/maddison/releases/maddison-project-database-2018. Urbanization: Urban pop. in 2010, Urban pop. in 2015, Data: https://www.rug.nl/ggdc/historicaldevelopment/maddison/releases/maddison-project-database-2018. GDP: Data: https://esa.un.org/unpd/wup/Download, Urbanization_rate_2018.xls. Human Development Index: Not collected.",Heeren and Fishman,,Dwa,4438,NA,2708.7,NA,896.8725,9326410,NA,NA,1331358,0.492,0.555,NA,9475,NULL,NULL
78,East_Asia,China,Beijing,2010,2010,49,NA,2.02,NA,51.02,NA,NA,NA,NA,NA,212,NA,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.75,264.77,urban,NA,residential,MFH,NA,NULL,urban,gross,"Hong, Lixuan; Zhou, Nan; Fridley, David; Feng, Wei; Khanna, Nina; Berkeley, Lawrence",2014,Modeling China's Building Floor-Area Growth and the Implications for Building Materials and Energy Demand,ACEEE Summer Study on Energy Efficiency in Buildings,Copyright ACEEE,NA,http://aceee.org/files/proceedings/2014/data/papers/10-230.pdf,NULL,NULL,NULL,NULL,"Heating Degree Days: Data: https://www.kapsarc.org/research/projects/global-degree-days-database/ - sheet 'T2m.hdd.18C' and divided by four to obtain daily values. Cooling Degree Days: Data: https://www.kapsarc.org/research/projects/global-degree-days-database/ - sheet 'T2m.cdd.18C' and divided by four to obtain daily values.  Land area: Data: https://www.cia.gov/library/publications/the-world-factbook/fields/2147.html. Population: Data: https://www.rug.nl/ggdc/historicaldevelopment/maddison/releases/maddison-project-database-2018. Urbanization: Urban pop. in 2010, Urban pop. in 2015, Data: https://www.rug.nl/ggdc/historicaldevelopment/maddison/releases/maddison-project-database-2018. GDP: Data: https://esa.un.org/unpd/wup/Download, Urbanization_rate_2018.xls. Human Development Index: Not collected.",Heeren and Fishman,,Dwa,4438,NA,2708.7,NA,896.8725,9326410,NA,NA,1331358,0.492,0.555,NA,9475,NULL,NULL
79,East_Asia,China,Beijing,2010,2010,59,NA,4.9,NA,63.9,NA,NA,NA,NA,NA,220,NA,220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5,291.4,Commercial,NA,commercial,NA,NA,NULL,urban,gross,"Hong, Lixuan; Zhou, Nan; Fridley, David; Feng, Wei; Khanna, Nina; Berkeley, Lawrence",2014,Modeling China's Building Floor-Area Growth and the Implications for Building Materials and Energy Demand,ACEEE Summer Study on Energy Efficiency in Buildings,Copyright ACEEE,NA,http://aceee.org/files/proceedings/2014/data/papers/10-230.pdf,NULL,NULL,NULL,NULL,"Heating Degree Days: Data: https://www.kapsarc.org/research/projects/global-degree-days-database/ - sheet 'T2m.hdd.18C' and divided by four to obtain daily values. Cooling Degree Days: Data: https://www.kapsarc.org/research/projects/global-degree-days-database/ - sheet 'T2m.cdd.18C' and divided by four to obtain daily values.  Land area: Data: https://www.cia.gov/library/publications/the-world-factbook/fields/2147.html. Population: Data: https://www.rug.nl/ggdc/historicaldevelopment/maddison/releases/maddison-project-database-2018. Urbanization: Urban pop. in 2010, Urban pop. in 2015, Data: https://www.rug.nl/ggdc/historicaldevelopment/maddison/releases/maddison-project-database-2018. GDP: Data: https://esa.un.org/unpd/wup/Download, Urbanization_rate_2018.xls. Human Development Index: Not collected.",Heeren and Fishman,,Dwa,4438,NA,2708.7,NA,896.8725,9326410,NA,NA,1331358,0.492,0.555,NA,9475,NULL,NULL
80,East_Asia,China,NA,2007,2007,72,NA,NA,NA,72,NA,NA,NA,NA,392.5,NA,NA,392.5,340,NA,NA,36,NA,NA,2.2,NA,NA,NA,NA,378.2,NA,1.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.75,844.45,MFH,NA,residential,MFH,NA,NULL,NA,NA,"Fernﾃ｡ndez, John E.",2007,Resource Consumption of New Urban Construction in China,Journal of Industrial Ecology,Copyright Wiley,10.1162/jie.2007.1199,https://doi.org/10.1162/jie.2007.1199,NULL,NULL,NULL,NULL,"Climate classification: Could not be attributed because no exact location is known. Heating Degree Days: Data: https://www.kapsarc.org/research/projects/global-degree-days-database/ - sheet 'T2m.hdd.18C' and divided by four to obtain daily values. Cooling Degree Days: Data: https://www.kapsarc.org/research/projects/global-degree-days-database/ - sheet 'T2m.cdd.18C' and divided by four to obtain daily values.  Land area: Data: https://www.cia.gov/library/publications/the-world-factbook/fields/2147.html. Population: Data: https://www.rug.nl/ggdc/historicaldevelopment/maddison/releases/maddison-project-database-2018. Urbanization: Urban pop. in 2005, Urban pop. in 2010, Data: https://www.rug.nl/ggdc/historicaldevelopment/maddison/releases/maddison-project-database-2018. GDP: Data: https://esa.un.org/unpd/wup/Download, Urbanization_rate_2018.xls. Human Development Index: Not collected.",Heeren and Fishman,,NA,3893,NA,2499.52245,NA,923.3825,9326410,NA,NA,1311877,0.425,0.492,NA,7482,NULL,NULL
81,East_Asia,China,NA,2007,2007,80,NA,NA,NA,80,NA,NA,NA,NA,555,NA,NA,555,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,NA,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5,740.5,NA,NA,commercial,NA,NA,NULL,NA,NA,"Fernﾃ｡ndez, John E.",2007,Resource Consumption of New Urban Construction in China,Journal of Industrial Ecology,Copyright Wiley,10.1162/jie.2007.1199,https://doi.org/10.1162/jie.2007.1199,NULL,NULL,NULL,NULL,"Climate classification: Could not be attributed because no exact location is known. Heating Degree Days: Data: https://www.kapsarc.org/research/projects/global-degree-days-database/ - sheet 'T2m.hdd.18C' and divided by four to obtain daily values. Cooling Degree Days: Data: https://www.kapsarc.org/research/projects/global-degree-days-database/ - sheet 'T2m.cdd.18C' and divided by four to obtain daily values.  Land area: Data: https://www.cia.gov/library/publications/the-world-factbook/fields/2147.html. Population: Data: https://www.rug.nl/ggdc/historicaldevelopment/maddison/releases/maddison-project-database-2018. Urbanization: Urban pop. in 2005, Urban pop. in 2010, Data: https://www.rug.nl/ggdc/historicaldevelopment/maddison/releases/maddison-project-database-2018. GDP: Data: https://esa.un.org/unpd/wup/Download, Urbanization_rate_2018.xls. Human Development Index: Not collected.",Heeren and Fishman,,NA,3893,NA,2499.52245,NA,923.3825,9326410,NA,NA,1311877,0.425,0.492,NA,7482,NULL,NULL
82,East_Asia,China,NA,2007,2007,32.8,NA,NA,NA,32.8,NA,NA,NA,NA,140.25,NA,NA,140.25,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110,NA,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75,283.8,NA,NA,industrial,NA,NA,NULL,NA,NA,"Fernﾃ｡ndez, John E.",2007,Resource Consumption of New Urban Construction in China,Journal of Industrial Ecology,Copyright Wiley,10.1162/jie.2007.1199,https://doi.org/10.1162/jie.2007.1199,NULL,NULL,NULL,NULL,"Climate classification: Could not be attributed because no exact location is known. Heating Degree Days: Data: https://www.kapsarc.org/research/projects/global-degree-days-database/ - sheet 'T2m.hdd.18C' and divided by four to obtain daily values. Cooling Degree Days: Data: https://www.kapsarc.org/research/projects/global-degree-days-database/ - sheet 'T2m.cdd.18C' and divided by four to obtain daily values.  Land area: Data: https://www.cia.gov/library/publications/the-world-factbook/fields/2147.html. Population: Data: https://www.rug.nl/ggdc/historicaldevelopment/maddison/releases/maddison-project-database-2018. Urbanization: Urban pop. in 2005, Urban pop. in 2010, Data: https://www.rug.nl/ggdc/historicaldevelopment/maddison/releases/maddison-project-database-2018. GDP: Data: https://esa.un.org/unpd/wup/Download, Urbanization_rate_2018.xls. Human Development Index: Not collected.",Heeren and Fishman,,NA,3893,NA,2499.52245,NA,923.3825,9326410,NA,NA,1311877,0.425,0.492,NA,7482,NULL,NULL
83,East_Asia,China,NA,2010,2010,30.77412099,NA,NA,NA,30.77412099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,30.77412099,urban,NA,residential,NA,NA,NULL,urban,gross,"Hu, Mingming; Pauliuk, Stefan; Wang, Tao; Huppes, Gjalt; van der Voet, Ester; Mﾃｼller, Daniel B.",2010,Iron and steel in Chinese residential buildings: A dynamic analysis,"Resources, Conservation and Recycling",Copyright Elsevier,10.1016/j.resconrec.2009.10.016,https://doi.org/10.1016/j.resconrec.2009.10.016,NULL,NULL,NULL,Study only reported steel data,"Climate classification: Could not be attributed because no exact location is known. Heating Degree Days: Data: https://www.kapsarc.org/research/projects/global-degree-days-database/ - sheet 'T2m.hdd.18C' and divided by four to obtain daily values. Cooling Degree Days: Data: https://www.kapsarc.org/research/projects/global-degree-days-database/ - sheet 'T2m.cdd.18C' and divided by four to obtain daily values.  Land area: Data: https://www.cia.gov/library/publications/the-world-factbook/fields/2147.html. Population: Data: https://www.rug.nl/ggdc/historicaldevelopment/maddison/releases/maddison-project-database-2018. Urbanization: Urban pop. in 2010, Urban pop. in 2015, Data: https://www.rug.nl/ggdc/historicaldevelopment/maddison/releases/maddison-project-database-2018. GDP: Data: https://esa.un.org/unpd/wup/Download, Urbanization_rate_2018.xls. Human Development Index: Not collected.",Heeren and Fishman,,NA,3893,NA,2708.7,NA,896.8725,9326410,NA,NA,1331358,0.492,0.555,NA,9475,NULL,NULL
84,East_Asia,China,NA,2010,2010,4.596404,NA,NA,NA,4.596404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4.596404,rural,NA,residential,NA,NA,NULL,rural,gross,"Hu, Mingming; Pauliuk, Stefan; Wang, Tao; Huppes, Gjalt; van der Voet, Ester; Mﾃｼller, Daniel B.",2010,Iron and steel in Chinese residential buildings: A dynamic analysis,"Resources, Conservation and Recycling",Copyright Elsevier,10.1016/j.resconrec.2009.10.016,https://doi.org/10.1016/j.resconrec.2009.10.016,NULL,NULL,NULL,Study only reported steel data,"Climate classification: Could not be attributed because no exact location is known. Heating Degree Days: Data: https://www.kapsarc.org/research/projects/global-degree-days-database/ - sheet 'T2m.hdd.18C' and divided by four to obtain daily values. Cooling Degree Days: Data: https://www.kapsarc.org/research/projects/global-degree-days-database/ - sheet 'T2m.cdd.18C' and divided by four to obtain daily values.  Land area: Data: https://www.cia.gov/library/publications/the-world-factbook/fields/2147.html. Population: Data: https://www.rug.nl/ggdc/historicaldevelopment/maddison/releases/maddison-project-database-2018. Urbanization: Urban pop. in 2010, Urban pop. in 2015, Data: https://www.rug.nl/ggdc/historicaldevelopment/maddison/releases/maddison-project-database-2018. GDP: Data: https://esa.un.org/unpd/wup/Download, Urbanization_rate_2018.xls. Human Development Index: Not collected.",Heeren and Fishman,,NA,3893,NA,2708.7,NA,896.8725,9326410,NA,NA,1331358,0.492,0.555,NA,9475,NULL,NULL
85,East_Asia,China,Beijing,1949,2008,25,NA,NA,NA,25,7,NA,NA,7,NA,149,814,963,375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1370,Masonry-Concrete,NA,residential,"SFH, MFH",c,NULL,urban,NA,"Hu, Dan; You, Fang; Zhao, Yanhua; Yuan, Ye; Liu, Tianxing; Cao, Aixin; Wang, Zhen; Zhang, Junlian",2010,"Input, stocks and output flows of urban residential building system in Beijing city, China from 1949 to 2008","Resources, Conservation and Recycling",Copyright Elsevier,10.1016/j.resconrec.2010.03.011,https://doi.org/10.1016/j.resconrec.2010.03.011,NULL,NULL,NULL,NULL,"Heating Degree Days: Data: https://www.kapsarc.org/research/projects/global-degree-days-database/ - sheet 'T2m.hdd.18C' and divided by four to obtain daily values. Cooling Degree Days: Data: https://www.kapsarc.org/research/projects/global-degree-days-database/ - sheet 'T2m.cdd.18C' and divided by four to obtain daily values.  Land area: Data: https://www.cia.gov/library/publications/the-world-factbook/fields/2147.html. Population: Data: https://www.rug.nl/ggdc/historicaldevelopment/maddison/releases/maddison-project-database-2018. Urbanization: Urban pop. in 1950, Urban pop. in 2010, Data: https://www.rug.nl/ggdc/historicaldevelopment/maddison/releases/maddison-project-database-2018. GDP: GDP in 1950, Data: https://esa.un.org/unpd/wup/Download, Urbanization_rate_2018.xls. Human Development Index: Not collected.",Heeren and Fishman,,Dwa,4438,2677.38,2742.19,983.272525,877.909975,9326410,543941,NA,1318559,0.118,0.492,757,7741,NULL,NULL
86,East_Asia,China,Beijing,1949,2008,59,NA,NA,NA,59,8,NA,NA,8,NA,246,1024,1270,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1419,Steel-Concrete,NA,residential,MFH,s-c,NULL,urban,NA,"Hu, Dan; You, Fang; Zhao, Yanhua; Yuan, Ye; Liu, Tianxing; Cao, Aixin; Wang, Zhen; Zhang, Junlian",2010,"Input, stocks and output flows of urban residential building system in Beijing city, China from 1949 to 2008","Resources, Conservation and Recycling",Copyright Elsevier,10.1016/j.resconrec.2010.03.011,https://doi.org/10.1016/j.resconrec.2010.03.011,NULL,NULL,NULL,NULL,"Heating Degree Days: Data: https://www.kapsarc.org/research/projects/global-degree-days-database/ - sheet 'T2m.hdd.18C' and divided by four to obtain daily values. Cooling Degree Days: Data: https://www.kapsarc.org/research/projects/global-degree-days-database/ - sheet 'T2m.cdd.18C' and divided by four to obtain daily values.  Land area: Data: https://www.cia.gov/library/publications/the-world-factbook/fields/2147.html. Population: Data: https://www.rug.nl/ggdc/historicaldevelopment/maddison/releases/maddison-project-database-2018. Urbanization: Urban pop. in 1950, Urban pop. in 2010, Data: https://www.rug.nl/ggdc/historicaldevelopment/maddison/releases/maddison-project-database-2018. GDP: GDP in 1950, Data: https://esa.un.org/unpd/wup/Download, Urbanization_rate_2018.xls. Human Development Index: Not collected.",Heeren and Fishman,,Dwa,4438,2677.38,2742.19,983.272525,877.909975,9326410,543941,NA,1318559,0.118,0.492,757,7741,NULL,NULL
87,East_Asia,China,NA,1950,1960,14,NA,NA,NA,14,20,NA,NA,20,NA,148,1038,1186,638,32,NA,NA,NA,1,NA,NA,NA,NA,NA,671,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1892,Brick-concrete,NA,residential,NA,b-c,NULL,urban,NA,"Huang, Tao; Shi, Feng; Tanikawa, Hiroki; Fei, Jinling; Han, Ji",2013,Materials demand and environmental impact of buildings construction and demolition in China based on dynamic material flow analysis,"Resources, Conservation and Recycling",Copyright Elsevier,10.1016/j.resconrec.2012.12.013,https://doi.org/10.1016/j.resconrec.2012.12.013,NULL,NULL,NULL,NULL,"Climate classification: Could not be attributed because no exact location is known. Heating Degree Days: Data: https://www.kapsarc.org/research/projects/global-degree-days-database/ - sheet 'T2m.hdd.18C' and divided by four to obtain daily values. Cooling Degree Days: Data: https://www.kapsarc.org/research/projects/global-degree-days-database/ - sheet 'T2m.cdd.18C' and divided by four to obtain daily values.  Land area: Data: https://www.cia.gov/library/publications/the-world-factbook/fields/2147.html. Population: Data: https://www.rug.nl/ggdc/historicaldevelopment/maddison/releases/maddison-project-database-2018. Urbanization: Urban pop. in 1950, Urban pop. in 1960, Data: https://www.rug.nl/ggdc/historicaldevelopment/maddison/releases/maddison-project-database-2018. GDP: Data: https://esa.un.org/unpd/wup/Download, Urbanization_rate_2018.xls. Human Development Index: Not collected.",Heeren and Fishman,,NA,3893,2675.65,2556.1525,928.400025,757.032475,9326410,546815,NA,667070,0.118,0.162,757,923,NULL,NULL
88,East_Asia,China,NA,1960,1980,16,NA,NA,NA,16,22,NA,NA,22,NA,157,1189,1346,674,32,NA,NA,NA,1,NA,NA,NA,NA,NA,707,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2092,Brick-concrete,NA,residential,NA,b-c,NULL,urban,NA,"Huang, Tao; Shi, Feng; Tanikawa, Hiroki; Fei, Jinling; Han, Ji",2013,Materials demand and environmental impact of buildings construction and demolition in China based on dynamic material flow analysis,"Resources, Conservation and Recycling",Copyright Elsevier,10.1016/j.resconrec.2012.12.013,https://doi.org/10.1016/j.resconrec.2012.12.013,NULL,NULL,NULL,NULL,"Climate classification: Could not be attributed because no exact location is known. Heating Degree Days: Data: https://www.kapsarc.org/research/projects/global-degree-days-database/ - sheet 'T2m.hdd.18C' and divided by four to obtain daily values. Cooling Degree Days: Data: https://www.kapsarc.org/research/projects/global-degree-days-database/ - sheet 'T2m.cdd.18C' and divided by four to obtain daily values.  Land area: Data: https://www.cia.gov/library/publications/the-world-factbook/fields/2147.html. Population: Data: https://www.rug.nl/ggdc/historicaldevelopment/maddison/releases/maddison-project-database-2018. Urbanization: Urban pop. in 1960, Urban pop. in 1980, Data: https://www.rug.nl/ggdc/historicaldevelopment/maddison/releases/maddison-project-database-2018. GDP: Data: https://esa.un.org/unpd/wup/Download, Urbanization_rate_2018.xls. Human Development Index: Not collected.",Heeren and Fishman,,NA,3893,2556.1525,2753.6375,757.032475,791.952525,9326410,667070,NA,981235,0.162,0.194,923,1690,NULL,NULL
89,East_Asia,China,NA,1980,2011,21,NA,NA,NA,21,24,NA,NA,24,NA,172,1345,1517,705,32,NA,NA,NA,2,NA,NA,NA,NA,NA,739,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2303,Brick-concrete,NA,residential,NA,b-c,NULL,urban,NA,"Huang, Tao; Shi, Feng; Tanikawa, Hiroki; Fei, Jinling; Han, Ji",2013,Materials demand and environmental impact of buildings construction and demolition in China based on dynamic material flow analysis,"Resources, Conservation and Recycling",Copyright Elsevier,10.1016/j.resconrec.2012.12.013,https://doi.org/10.1016/j.resconrec.2012.12.013,NULL,NULL,NULL,NULL,"Climate classification: Could not be attributed because no exact location is known. Heating Degree Days: Data: https://www.kapsarc.org/research/projects/global-degree-days-database/ - sheet 'T2m.hdd.18C' and divided by four to obtain daily values. Cooling Degree Days: Data: https://www.kapsarc.org/research/projects/global-degree-days-database/ - sheet 'T2m.cdd.18C' and divided by four to obtain daily values.  Land area: Data: https://www.cia.gov/library/publications/the-world-factbook/fields/2147.html. Population: Data: https://www.rug.nl/ggdc/historicaldevelopment/maddison/releases/maddison-project-database-2018. Urbanization: Urban pop. in 1980, Urban pop. in 2010, Data: https://www.rug.nl/ggdc/historicaldevelopment/maddison/releases/maddison-project-database-2018. GDP: Data: https://esa.un.org/unpd/wup/Download, Urbanization_rate_2018.xls. Human Development Index: Not collected.",Heeren and Fishman,,NA,3893,2753.6375,2854.475,791.952525,860.3725,9326410,981235,NA,1337752,0.194,0.492,1690,10221,NULL,NULL
90,East_Asia,China,NA,1950,1960,26,NA,NA,NA,26,14,NA,NA,14,NA,168,994,1162,615,40,NA,NA,NA,2,NA,NA,NA,NA,NA,657,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1861,Reinforced Concrete,NA,residential,NA,c,NULL,urban,NA,"Huang, Tao; Shi, Feng; Tanikawa, Hiroki; Fei, Jinling; Han, Ji",2013,Materials demand and environmental impact of buildings construction and demolition in China based on dynamic material flow analysis,"Resources, Conservation and Recycling",Copyright Elsevier,10.1016/j.resconrec.2012.12.013,https://doi.org/10.1016/j.resconrec.2012.12.013,NULL,NULL,NULL,NULL,"Climate classification: Could not be attributed because no exact location is known. Heating Degree Days: Data: https://www.kapsarc.org/research/projects/global-degree-days-database/ - sheet 'T2m.hdd.18C' and divided by four to obtain daily values. Cooling Degree Days: Data: https://www.kapsarc.org/research/projects/global-degree-days-database/ - sheet 'T2m.cdd.18C' and divided by four to obtain daily values.  Land area: Data: https://www.cia.gov/library/publications/the-world-factbook/fields/2147.html. Population: Data: https://www.rug.nl/ggdc/historicaldevelopment/maddison/releases/maddison-project-database-2018. Urbanization: Urban pop. in 1950, Urban pop. in 1960, Data: https://www.rug.nl/ggdc/historicaldevelopment/maddison/releases/maddison-project-database-2018. GDP: Data: https://esa.un.org/unpd/wup/Download, Urbanization_rate_2018.xls. Human Development Index: Not collected.",Heeren and Fishman,,NA,3893,2675.65,2556.1525,928.400025,757.032475,9326410,546815,NA,667070,0.118,0.162,757,923,NULL,NULL
91,East_Asia,China,NA,1975,1980,17,NA,NA,NA,17,22,NA,NA,22,NA,153,1066,1219,107,19,NA,NA,NA,2,NA,NA,NA,NA,NA,128,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1388,Reinforced Concrete,NA,residential,NA,c,NULL,urban,NA,"Huang, Tao; Shi, Feng; Tanikawa, Hiroki; Fei, Jinling; Han, Ji",2013,Materials demand and environmental impact of buildings construction and demolition in China based on dynamic material flow analysis,"Resources, Conservation and Recycling",Copyright Elsevier,10.1016/j.resconrec.2012.12.013,https://doi.org/10.1016/j.resconrec.2012.12.013,NULL,NULL,NULL,NULL,"Climate classification: Could not be attributed because no exact location is known. Heating Degree Days: Data: https://www.kapsarc.org/research/projects/global-degree-days-database/ - sheet 'T2m.hdd.18C' and divided by four to obtain daily values. Cooling Degree Days: Data: https://www.kapsarc.org/research/projects/global-degree-days-database/ - sheet 'T2m.cdd.18C' and divided by four to obtain daily values.  Land area: Data: https://www.cia.gov/library/publications/the-world-factbook/fields/2147.html. Population: Data: https://www.rug.nl/ggdc/historicaldevelopment/maddison/releases/maddison-project-database-2018. Urbanization: Urban pop. in 1975, Urban pop. in 1980, Data: https://www.rug.nl/ggdc/historicaldevelopment/maddison/releases/maddison-project-database-2018. GDP: Data: https://esa.un.org/unpd/wup/Download, Urbanization_rate_2018.xls. Human Development Index: Not collected.",Heeren and Fishman,,NA,3893,2645.5225,2753.6375,789.395025,791.952525,9326410,916395,NA,981235,0.174,0.194,1425,1690,NULL,NULL
92,East_Asia,China,NA,1980,1990,32,NA,NA,NA,32,22,NA,NA,22,NA,181,1113,1294,174,27,NA,NA,NA,2,NA,NA,NA,NA,NA,203,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1553,Reinforced Concrete,NA,residential,NA,c,NULL,urban,NA,"Huang, Tao; Shi, Feng; Tanikawa, Hiroki; Fei, Jinling; Han, Ji",2013,Materials demand and environmental impact of buildings construction and demolition in China based on dynamic material flow analysis,"Resources, Conservation and Recycling",Copyright Elsevier,10.1016/j.resconrec.2012.12.013,https://doi.org/10.1016/j.resconrec.2012.12.013,NULL,NULL,NULL,NULL,"Climate classification: Could not be attributed because no exact location is known. Heating Degree Days: Data: https://www.kapsarc.org/research/projects/global-degree-days-database/ - sheet 'T2m.hdd.18C' and divided by four to obtain daily values. Cooling Degree Days: Data: https://www.kapsarc.org/research/projects/global-degree-days-database/ - sheet 'T2m.cdd.18C' and divided by four to obtain daily values.  Land area: Data: https://www.cia.gov/library/publications/the-world-factbook/fields/2147.html. Population: Data: https://www.rug.nl/ggdc/historicaldevelopment/maddison/releases/maddison-project-database-2018. Urbanization: Urban pop. in 1980, Urban pop. in 1990, Data: https://www.rug.nl/ggdc/historicaldevelopment/maddison/releases/maddison-project-database-2018. GDP: Data: https://esa.un.org/unpd/wup/Download, Urbanization_rate_2018.xls. Human Development Index: Not collected.",Heeren and Fishman,,NA,3893,2753.6375,2502.97,791.952525,815.68,9326410,981235,NA,1135185,0.194,0.264,1690,2460,NULL,NULL
93,East_Asia,China,NA,1990,2011,75,NA,NA,NA,75,26,NA,NA,26,NA,238,1451,1689,16,33,NA,NA,NA,2,NA,NA,NA,NA,NA,51,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1843,Reinforced Concrete,NA,residential,NA,c,NULL,urban,NA,"Huang, Tao; Shi, Feng; Tanikawa, Hiroki; Fei, Jinling; Han, Ji",2013,Materials demand and environmental impact of buildings construction and demolition in China based on dynamic material flow analysis,"Resources, Conservation and Recycling",Copyright Elsevier,10.1016/j.resconrec.2012.12.013,https://doi.org/10.1016/j.resconrec.2012.12.013,NULL,NULL,NULL,NULL,"Climate classification: Could not be attributed because no exact location is known. Heating Degree Days: Data: https://www.kapsarc.org/research/projects/global-degree-days-database/ - sheet 'T2m.hdd.18C' and divided by four to obtain daily values. Cooling Degree Days: Data: https://www.kapsarc.org/research/projects/global-degree-days-database/ - sheet 'T2m.cdd.18C' and divided by four to obtain daily values.  Land area: Data: https://www.cia.gov/library/publications/the-world-factbook/fields/2147.html. Population: Data: https://www.rug.nl/ggdc/historicaldevelopment/maddison/releases/maddison-project-database-2018. Urbanization: Urban pop. in 1990, Urban pop. in 2010, Data: https://www.rug.nl/ggdc/historicaldevelopment/maddison/releases/maddison-project-database-2018. GDP: Data: https://esa.un.org/unpd/wup/Download, Urbanization_rate_2018.xls. Human Development Index: Not collected.",Heeren and Fishman,,NA,3893,2502.97,2854.475,815.68,860.3725,9326410,1135185,NA,1337752,0.264,0.492,2460,10221,NULL,NULL
